Y,,X,Y,S
MIC 379,56940,BME 422,MIC 379,0.89577603
MIC 379,60780,MDL 430,MIC 379,0.8943457
MIC 425,130513,MIC 441,MIC 425,0.86069167
MIC 425,137878,HCR 240,MIC 425,0.8434179
MIC 444 (LAB),834949,MIC 220,MIC 444 (LAB),0.8549985999999999
MIC 444 (LAB),834964,MIC 443,MIC 444 (LAB),0.8481316999999999
MIS 202,1144842,MIS 402,MIS 202,0.9443078000000001
MIS 202,1144835,MIS 301,MIS 202,0.94411325
MIS 595,1345057,LDE 595,MIS 595,0.9999998999999999
MIS 595,1337552,ANB 695,MIS 595,0.9999998999999999
MKT 302,1920110,MKT 555,MKT 302,0.8968556999999999
MKT 302,1920070,MKT 392,MKT 302,0.8968556999999999
MKT 410,1974408,MKT 420,MKT 410,0.85766655
MKT 410,1975987,SCM 301,MKT 410,0.85451007
MLS 580,374365,MCO 580,MLS 580,0.99999976
MLS 580,374855,RDG 680,MLS 580,0.99999976
MSE 580,698224,MGT 580,MSE 580,0.99999976
MSE 580,699400,RDG 580,MSE 580,0.99999976
MSE 791,749428,MET 591,MSE 791,1.0000002000000001
MSE 791,748253,THP 591,MSE 791,1.0000001
MTC 298,573605,RDG 298,MTC 298,1.0
MTC 298,573775,MUP 298,MTC 298,1.0
MTC 497,657823,SGS 497,MTC 497,1.0
MTC 497,657361,CDE 497,MTC 497,1.0
MTC 499,660002,CDE 499,MTC 499,0.99999994
MTC 499,660179,GRK 499,MTC 499,0.99999994
MUE 467,1068595,MUE 581,MUE 467,1.0
MUE 467,1068590,MUE 573,MUE 467,0.8519223
MUE 579,1505285,MUP 117,MUE 579,0.85095125
MUE 579,1505335,MUP 451,MUE 579,0.8019558000000001
MUP 340,1478414,MUP 451,MUP 340,0.84780526
MUP 340,1478457,MUP 540,MUP 340,0.8310204999999999
MUP 597,1504443,SGS 101,MUP 597,0.22938251
MUP 597,1504528,MET 442,MUP 597,0.22120623
MUP 795,1508672,ARE 595,MUP 795,0.9999998999999999
MUP 795,1508679,ARE 695,MUP 795,0.9999998999999999
MUS 355,687713,MSI 602,MUS 355,0.85643303
MUS 355,687714,MSI 755,MUS 355,0.8445834000000001
MUS 600,822708,DAH 500,MUS 600,0.9999998999999999
MUS 600,822192,REL 700,MUS 600,0.99999976
MUS 792,922327,ARS 792,MUS 792,1.0000001
MUS 792,916964,NUR 792,MUS 792,1.0000001
NLM 298,2060048,SED 298,NLM 298,1.0
NLM 298,2055647,ENG 298,NLM 298,1.0
NTR 360,2296079,NTR 448,NTR 360,0.84099996
NTR 360,2296075,NTR 442,NTR 360,0.8118848000000001
NUR 475,531310,NUR 476,NUR 475,0.7752745
NUR 475,531322,NUR 501,NUR 475,0.7655071
PAF 540,1725104,POS 572,PAF 540,0.8566988999999999
PAF 540,1714227,HSD 502,PAF 540,0.8566988999999999
PAF 541,1738617,POS 325,PAF 541,0.8823835999999999
PAF 541,1737529,CRJ 514,PAF 541,0.86549354
PBH 402,1075197,HCD 402,PBH 402,0.9999998999999999
PBH 402,1075195,HCD 400,PBH 402,0.9999998999999999
PHI 524,48683,SWG 632,PHI 524,0.76254237
PHI 524,50891,MGT 300,PHI 524,0.7573329000000001
PHI 527,72971,POS 335,PHI 527,0.83125174
PHI 527,69630,AFR 352,PHI 527,0.79961675
PHI 540,113853,PHI 560,PHI 540,0.8316114
PHI 540,113852,PHI 557,PHI 540,0.82323825
PHI 557,138666,MTE 301,PHI 557,0.84301674
PHI 557,139699,SED 520,PHI 557,0.8302379999999999
PHY 151,2153843,EEE 445,PHY 151,0.89835596
PHY 151,2153951,EEE 731,PHY 151,0.8883214
PHY 580,424972,SWG 580,PHY 580,0.99999976
PHY 580,419451,BUE 580,PHY 580,0.99999976
PLA 591,2010204,MET 591,PLA 591,1.0000002000000001
PLA 591,2009768,ELS 591,PLA 591,1.0000001
PLA 594,2015462,CDE 594,PLA 594,0.9999998999999999
PLA 594,2014378,LSE 594,PLA 594,0.9999998999999999
PLB 590,1497815,JPN 590,PLB 590,0.99999976
PLB 590,1498192,MUP 690,PLB 590,0.99999976
POS 494,677325,ART 494,POS 494,1.0
POS 494,676627,FMP 394,POS 494,1.0
POS 591,735804,MET 591,POS 591,1.0000002000000001
POS 591,733639,PSY 791,POS 591,1.0000001
PPE 480,115114,PPE 550,PPE 480,0.9170985
PPE 480,115115,PPE 551,PPE 480,0.82421494
PPE 551,136979,PPE 567,PPE 551,0.88287973
PPE 551,136980,PPE 568,PPE 551,0.8581745000000001
PPE 555,141291,SLB 510,PPE 555,0.7485001
PPE 555,139878,POS 435,PPE 555,0.74212503
PRM 400,1137890,SWG 630,PRM 400,0.9466549999999999
PRM 400,1139542,PSY 472,PRM 400,0.89576507
PSB 680,1022073,ASM 680,PSB 680,0.99999976
PSB 680,1023657,PUP 580,PSB 680,0.99999976
PSY 561,1436527,MET 440,PSY 561,0.71793187
PSY 561,1434775,EEE 522,PSY 561,0.705866
PTX 401,530812,FOR 401,PTX 401,0.9999998999999999
PTX 401,530813,FOR 402,PTX 401,0.8922896
PTX 499,643021,CRD 499,PTX 499,0.9999998999999999
PTX 499,638500,SER 499,PTX 499,0.9999998999999999
PUP 191,2131561,CIS 191,PUP 191,1.0000002000000001
PUP 191,2134272,SLC 191,PUP 191,1.0000002000000001
PUP 363,2160446,PUP 571,PUP 363,0.8734050999999999
PUP 363,2162171,SOS 465,PUP 363,0.86012447
PUP 442,2216265,SOS 533,PUP 442,0.77881444
PUP 442,2215582,BIO 426,PUP 442,0.7637818000000001
PUP 494,2269683,FRE 194,PUP 494,1.0
PUP 494,2269687,FRE 294,PUP 494,1.0
PUP 600,126720,SLB 500,PUP 600,0.99999976
PUP 600,123996,SWG 700,PUP 600,0.99999976
PUP 701,170281,POS 410,PUP 701,0.82992846
PUP 701,168760,PUP 724,PUP 701,0.8019891
QBA 590,2168176,HDA 590,QBA 590,0.99999976
QBA 590,2178409,RDG 690,QBA 590,0.99999976
REA 598,2253234,SET 598,REA 598,1.0000001
REA 598,2254283,FMS 598,REA 598,1.0000001
REA 599,2266414,MET 599,REA 599,1.0
REA 599,2265238,THP 599,REA 599,1.0
RED 507,736585,RED 515,RED 507,0.7959288
RED 507,736583,RED 513,RED 507,0.7669305999999999
REL 107,383926,SGS 107,REL 107,1.0000001
REL 107,377164,REL 480,REL 107,0.8705635
REL 355,800089,SLC 333,REL 355,0.8091006
REL 355,800090,SLC 334,REL 355,0.807791
REL 364,842708,REL 366,REL 364,0.9103351999999999
REL 364,849533,SGS 343,REL 364,0.894317
REL 493,1177265,HCD 493,REL 493,0.9999998999999999
REL 493,1180055,GRK 493,REL 493,0.9999998999999999
ROM 499,238470,EEE 499,ROM 499,0.99999994
ROM 499,236993,KOR 499,ROM 499,0.99999994
RUS 412,1975807,MUP 231,RUS 412,0.64897233
RUS 412,1975808,MUP 232,RUS 412,0.64897233
SCN 294,857696,DAH 494,SCN 294,1.0
SCN 294,862618,FMP 394,SCN 294,1.0
SER 498,2291909,ART 498,SER 498,1.0000001
SER 498,2292473,BUS 498,SER 498,1.0
SER 500,2303325,DAH 500,SER 500,0.9999998999999999
SER 500,2302022,PHI 700,SER 500,0.99999976
SER 502,549,ACO 201,SER 502,0.86669195
SER 502,3897,CIS 325,SER 502,0.8541696
SER 592,144731,IND 592,SER 592,0.99999994
SER 592,150467,STM 592,SER 592,0.99999994
SES 124 (LAB),1552428,AST 540,SES 124 (LAB),0.766423
SES 124 (LAB),1555364,GPH 410,SES 124 (LAB),0.72019356
SET 592,1493959,HHE 592,SET 592,0.99999994
SET 592,1493195,LTC 692,SET 592,0.99999994
SGS 442,1526527,SGS 502,SGS 442,0.53301144
SGS 442,1526518,SGS 454,SGS 442,0.5183831
SHS 511,2065442,SHS 513,SHS 511,0.8977003
SHS 511,2065443,SHS 516,SHS 511,0.88078177
SHS 565,2270380,SHS 597,SHS 565,0.79897916
SHS 565,2271235,TEL 703,SHS 565,0.7818744000000001
SLB 599,903117,MET 599,SLB 599,1.0
SLB 599,902528,JPN 599,SLB 599,1.0
SLC 222,916107,GRK 221,SLC 222,0.9539948
SLC 222,916106,GRK 201,SLC 222,0.8159954
SLC 344,930425,GRK 344,SLC 344,1.0000001
SLC 344,929723,SLC 444,SLC 344,0.7341994000000001
SLC 362,942408,GRK 362,SLC 362,1.0000002000000001
SLC 362,942395,GRK 142,SLC 362,0.67673147
SLC 591,991548,MET 591,SLC 591,1.0000002000000001
SLC 591,991163,TSS 691,SLC 591,1.0000001
SOC 328,1938685,SOC 426,SOC 328,0.8797424
SOC 328,1938692,SOC 445,SOC 328,0.86065567
SOC 333,1942051,SOS 322,SOC 333,0.854699
SOC 333,1942121,SOS 530,SOC 333,0.854699
SOC 365,1985350,OGL 350,SOC 365,0.80818903
SOC 365,1987014,MCO 240,SOC 365,0.7836811
SOC 390,2009709,STP 451,SOC 390,0.88256216
SOC 390,2008324,SOC 507,SOC 390,0.8583128000000001
SOC 394,2014136,FRE 294,SOC 394,1.0
SOC 394,2014132,FRE 194,SOC 394,1.0
SOC 501,2116832,CDE 501,SOC 501,1.0
SOC 501,2116004,STS 401,SOC 501,0.79743224
SOS 272,899547,TGM 576,SOS 272,0.8134719
SOS 272,899129,ESS 502,SOS 272,0.8039641
SOS 412,973211,ELS 535,SOS 412,0.91389644
SOS 412,971306,SOS 535,SOS 412,0.91389644
SOS 558,1134781,SOS 559,SOS 558,0.82627565
SOS 558,1135088,SCM 385,SOS 558,0.82271516
SPE 559,578026,EDP 523,SPE 559,0.839414
SPE 559,577921,SPE 578,SPE 559,0.8284808000000001
SPF 600,781387,DAH 500,SPF 600,0.9999998999999999
SPF 600,780467,MUS 600,SPF 600,0.99999976
SST 220,1106251,SOS 100,SST 220,0.8682629999999999
SST 220,1100777,SST 501,SST 220,0.86508656
SST 690,1328190,MUS 690,SST 690,0.99999976
SST 690,1334786,LDE 590,SST 690,0.99999976
STC 545,2057204,ART 244,STC 545,0.752854
STC 545,2056400,TGM 489,STC 545,0.74193037
STP 595,499828,SLC 595,STP 595,0.9999998999999999
STP 595,500194,ART 595,STP 595,0.9999998999999999
SWG 606,854217,PSY 366,SWG 606,0.9373068000000001
SWG 606,854304,PSY 572,SWG 606,0.8784864
SWG 608,856514,SWG 633,SWG 608,0.8070010999999999
SWG 608,857986,SOS 320,SWG 608,0.78241634
SWG 680,987244,EEE 780,SWG 680,0.99999976
SWG 680,987437,LSE 580,SWG 680,0.99999976
SWU 412,922746,SWU 414,SWU 412,1.0
SWU 412,925321,ART 621,SWU 412,0.78054655
SWU 459,969087,PSY 569,SWU 459,0.75222075
SWU 459,968752,POS 473,SWU 459,0.6977736999999999
TCL 360,2244739,SOC 350,TCL 360,1.0
TCL 360,2247100,CDE 350,TCL 360,1.0
TCL 394,1976551,DAH 294,TCL 394,1.0
TCL 394,1981476,FMP 394,TCL 394,1.0
TCL 410,1989817,SOC 410,TCL 410,0.9999998999999999
TCL 410,1990197,POS 573,TCL 410,0.82425165
TDM 372,1949206,SCM 520,TDM 372,0.85921544
TDM 372,1946971,OMT 503,TDM 372,0.85783124
TDM 402,2002890,CSM 402,TDM 402,0.99999976
TDM 402,1995305,NLM 402,TDM 402,0.99999976
TDM 570,2303192,JUS 424,TDM 570,0.8208694
TDM 570,2309102,CRD 569,TDM 570,0.8199768
TEL 400,523033,PSY 564,TEL 400,0.857849
TEL 400,516807,TEL 704,TEL 400,0.84813976
TEL 431,572937,BIO 486,TEL 431,0.7614747
TEL 431,568798,ACO 486,TEL 431,0.7614747
TGM 494,238627,ART 494,TGM 494,1.0
TGM 494,237929,FMP 394,TGM 494,1.0
TGM 502,245768,TGM 521,TGM 502,1.0000001
TGM 502,245780,TGM 531,TGM 502,0.8938823
TGM 580,329879,MCO 580,TGM 580,0.9971308000000001
TGM 580,329523,MTC 580,TGM 580,0.9971308000000001
THE 440,898168,THE 525,THE 440,0.8910290999999999
THE 440,898167,THE 524,THE 440,0.86787236
THP 420,761616,THP 525,THP 420,0.80127835
THP 420,761609,THP 518,THP 420,0.79969484
TMC 584,231419,MTE 784,TMC 584,1.0000002000000001
TMC 584,233721,WST 784,TMC 584,1.0000002000000001
TMC 590,241687,POS 590,TMC 590,0.99999976
TMC 590,237391,ACT 590,TMC 590,0.99999976
TSS 500,1443215,MUP 600,TSS 500,0.99999976
TSS 500,1443048,TSS 700,TSS 500,0.99999976
TSS 792,1445296,MUP 792,TSS 792,1.0000001
TSS 792,1445376,BUS 792,TSS 792,1.0000001
TWC 544,383832,TWC 545,TWC 544,0.87074023
TWC 544,384052,CIS 345,TWC 544,0.85571754
UET 593,1093241,MET 593,UET 593,1.0
UET 593,1092077,THP 693,UET 593,0.9999998999999999
VIP 294-HON,354196,DAH 494,VIP 294-HON,1.0
VIP 294-HON,356306,RUS 294,VIP 294-HON,1.0
VTS 302,1917869,SGS 344,VTS 302,0.54307145
VTS 302,1916888,SLC 444,VTS 302,0.5137006
WPC 448,1776690,WPC 449,WPC 448,0.8832445
WPC 448,1777892,INT 381,WPC 448,0.78938997
WST 276,2193118,WST 377,WST 276,0.9118835
WST 276,2193119,WST 378,WST 276,0.8445507
WST 580,110835,THP 580,WST 580,0.99999976
WST 580,111456,MCE 580,WST 580,0.99999976
WST 584,112768,PPE 484,WST 584,1.0000002000000001
WST 584,112643,SOC 484,WST 584,1.0000002000000001
WST 603,146302,CDE 610,WST 603,0.9247962
WST 603,143341,WST 615,WST 603,0.8761198
WST 684,158387,SOS 584,WST 684,1.0000002000000001
WST 684,160097,JPN 484,WST 684,1.0000002000000001
ABS 473,920149,ABS 475,ABS 473,0.85668075
ABS 473,920169,ABS 550,ABS 473,0.8561055000000001
ABS 594,1180577,MTE 594,ABS 594,0.9999998999999999
ABS 594,1185172,THP 594,ABS 594,0.9999998999999999
ACC 310,1630611,TGM 511,ACC 310,0.9254348
ACC 310,1625369,ACT 310,ACC 310,0.9251548
ACO 593,1691509,MUD 593,ACO 593,1.0
ACO 593,1698537,MET 593,ACO 593,1.0
ACT 484,1491790,WST 684,ACT 484,1.0000002000000001
ACT 484,1491561,CRJ 484,ACT 484,1.0000002000000001
AEE 462,1824457,SES 410,AEE 462,0.87020516
AEE 462,1820167,AEE 465,AEE 462,0.8576789
AEP 580,1944291,ADE 580,AEP 580,0.99999976
AEP 580,1944015,ECD 780,AEP 580,0.99999976
AGB 592,1895804,CED 592,AGB 592,0.99999994
AGB 592,1892404,APL 592,AGB 592,0.99999994
AIS 294,1599652,FMP 394,AIS 294,1.0
AIS 294,1600350,ART 494,AIS 294,1.0
AIS 501,1647601,AIS 502,AIS 501,0.9139732
AIS 501,1647612,AIS 514,AIS 501,0.804646
AME 498,1257915,ART 498,AME 498,1.0000001
AME 498,1252374,NUR 498,AME 498,1.0
AME 541,1841665,SOS 212,AME 541,0.8749914000000001
AME 541,1835253,CSE 569,AME 541,0.8494754000000001
AML 100,1152005,SOS 101,AML 100,1.0
AML 100,1151950,POS 573,AML 100,0.8675353000000001
AMS 191,1379361,MSE 191,AMS 191,1.0000002000000001
AMS 191,1378564,PUP 191,AMS 191,1.0000002000000001
AMS 326,1453689,JST 302,AMS 326,0.7653564
AMS 326,1454360,FMS 340,AMS 326,0.74597114
AMS 335,1498814,ENG 245,AMS 335,0.8093592
AMS 335,1498835,ENG 321,AMS 335,0.7831712
AMS 412,1556145,AMS 431,AMS 412,0.7623074000000001
AMS 412,1556681,ENG 442,AMS 412,0.761446
AMS 431,1619981,WST 470,AMS 431,0.7469935999999999
AMS 431,1620009,WST 601,AMS 431,0.7386444999999999
AMT 442,151814,AMT 522,AMT 442,0.8645591
AMT 442,151805,AMT 489,AMT 442,0.80382466
ANB 780,779237,NTR 580,ANB 780,0.99999976
ANB 780,779469,EDP 680,ANB 780,0.99999976
ANP 191,1218286,GLG 191,ANP 191,1.0000002000000001
ANP 191,1221958,GPH 191,ANP 191,1.0000002000000001
ANP 394,1246001,FRE 194,ANP 394,1.0
ANP 394,1246005,FRE 294,ANP 394,1.0
APH 336,1060014,APH 337,APH 336,0.9071966999999999
APH 336,1060016,APH 405,APH 336,0.8740911
APH 599,1391164,MET 599,APH 599,1.0
APH 599,1390329,ARS 599,APH 599,1.0
APL 583,1779915,CON 583,APL 583,1.0
APL 583,1778143,LAW 783,APL 583,1.0
APL 692,1622816,CMN 592,APL 692,0.99999994
APL 692,1619158,EVO 692,APL 692,0.99999994
APL 780,2002996,CON 680,APL 780,0.99999976
APL 780,2001069,TEL 780,APL 780,0.99999976
APL 784,2027847,SWG 584,APL 784,1.0000002000000001
APL 784,2027043,SED 784,APL 784,1.0000002000000001
APM 524,2198798,APM 582,APM 524,0.91145533
APM 524,2198797,APM 581,APM 524,0.9069408000000001
APM 526,2225754,TEM 532,APM 526,0.84356356
APM 526,2221825,AML 610,APM 526,0.82995903
ARB 336,676721,ARB 337,ARB 336,0.9288084000000001
ARB 336,677502,HEB 131,ARB 336,0.7892716999999999
ARE 440,1510465,ARE 540,ARE 440,0.8017415
ARE 440,1510460,ARE 510,ARE 440,0.7851378999999999
ARE 484,1503114,SGS 484,ARE 484,1.0000002000000001
ARE 484,1503012,ARE 584,ARE 484,1.0000002000000001
ARE 684,1514892,HHE 584,ARE 684,1.0000002000000001
ARE 684,1515028,MET 484,ARE 684,1.0000002000000001
ARE 690,1515065,HHE 591,ARE 690,0.99999976
ARE 690,1515215,MET 590,ARE 690,0.99999976
ARE 691,1515386,MET 591,ARE 691,1.0000002000000001
ARE 691,1515272,SDO 591,ARE 691,1.0000001
ARS 294,1114543,ART 494,ARS 294,1.0
ARS 294,1114648,JPN 494,ARS 294,0.9999998999999999
ARS 340,1118915,ARS 465,ARS 340,0.7574882
ARS 340,1119598,ARE 482,ARS 340,0.7532561
ARS 540,1166382,ARS 543,ARS 540,0.7780335999999999
ARS 540,1167152,SGS 454,ARS 540,0.67146397
ART 223,1202113,ART 227,ART 223,0.8797261999999999
ART 223,1202222,ART 523,ART 223,0.8048930000000001
ART 314,1214206,ART 454,ART 314,0.77685374
ART 314,1214187,ART 431,ART 314,0.7353698000000001
ART 407,1237578,ART 482,ART 407,0.8780732
ART 407,1237534,ART 415,ART 407,0.87237525
ART 559,1298219,ART 563,ART 559,0.8301318000000001
ART 559,1298222,ART 577,ART 559,0.8156574000000001
ASB 342,1608676,SOC 342,ASB 342,0.9999998999999999
ASB 342,1608360,SWU 474,ASB 342,0.8306018000000001
ASB 344,1614758,SOC 334,ASB 344,0.99999994
ASB 344,1615246,SOS 322,ASB 344,0.8479321
ASB 447,1803263,POS 447,ASB 447,1.0
ASB 447,1804746,SLC 455,ASB 447,0.8105173000000001
ASB 529,1965994,SOC 371,ASB 529,0.7959019
ASB 529,1966476,SOS 371,ASB 529,0.7959019
ASC 498,1473985,ART 498,ASC 498,1.0000001
ASC 498,1471352,MSE 498,ASC 498,1.0
ASM 494,1235683,RUS 294,ASM 494,1.0
ASM 494,1237085,FRE 194,ASM 494,1.0
AST 540,2202997,GPH 569,AST 540,0.8114147
AST 540,2202995,GPH 513,AST 540,0.80457103
ASU 240-SOS,301527,ASU 240-TB,ASU 240-SOS,0.99999994
ASU 240-SOS,301543,ASU 340-WPC,ASU 240-SOS,0.99999994
ATC 491,506531,OGL 322,ATC 491,0.86877954
ATC 491,507646,TGM 532,ATC 491,0.86872697
BCH 462,279450,KOR 314,BCH 462,0.7143403
BCH 462,279446,KOR 202,BCH 462,0.6985918999999999
BCH 561,374769,BIO 353,BCH 561,0.8316956
BCH 561,374727,BIO 181,BCH 561,0.82363665
BDE 791,1118458,MET 591,BDE 791,1.0000002000000001
BDE 791,1110727,CED 791,BDE 791,1.0000002000000001
BIO 307,1417311,SOS 553,BIO 307,0.7138996
BIO 307,1417238,SOS 372,BIO 307,0.71044016
BIO 325,1468942,BIO 426,BIO 325,0.79347754
BIO 325,1468938,BIO 422,BIO 325,0.7800324000000001
BIO 331,1475090,BIO 435,BIO 331,0.9214017
BIO 331,1475057,BIO 385,BIO 331,0.9092529
BIO 495,1691515,HPS 495,BIO 495,1.0000001
BIO 495,1691417,ESS 513,BIO 495,0.76115423
BIO 610,1825849,STS 331,BIO 610,0.82468337
BIO 610,1824720,POS 601,BIO 610,0.7980231
BIO 695,1864831,ART 595,BIO 695,0.9999998999999999
BIO 695,1863511,SCM 795,BIO 695,0.9999998999999999
BLE 598,1234444,SOC 598,BLE 598,1.0000001
BLE 598,1230845,SES 598,BLE 598,1.0000001
BME 568,325174,HSE 101,BME 568,0.86349833
BME 568,325189,HSE 425,BME 568,0.85804915
BMI 201,852894,BMI 462,BMI 201,0.9177525
BMI 201,852888,BMI 330,BMI 201,0.91043437
BMI 211,863049,BMI 312,BMI 211,0.9596323
BMI 211,863058,BMI 482,BMI 211,0.9158296999999999
BMY 503,1835115,SHS 542,BMY 503,0.8390815
BMY 503,1837114,BCH 520,BMY 503,0.8387266
BUA 494,2233568,FMP 394,BUA 494,1.0
BUA 494,2232162,FRE 294,BUA 494,1.0
BUE 580,930393,PHS 780,BUE 580,0.99999976
BUE 580,931942,MUS 780,BUE 580,0.99999976
BUS 498,1519388,SGS 498,BUS 498,1.0
BUS 498,1519442,MET 498,BUS 498,1.0
CDE 501,1388380,SGS 401,CDE 501,0.74823576
CDE 501,1388411,SGS 305,CDE 501,0.6511574
CED 494,1437285,DAH 194,CED 494,1.0
CED 494,1437289,DAH 494,CED 494,1.0
CED 584,1577896,ARP 484,CED 584,1.0000002000000001
CED 584,1583027,RDG 684,CED 584,1.0000002000000001
CEE 384,2219151,BME 301,CEE 384,0.92449087
CEE 384,2226084,MSE 501,CEE 384,0.91991246
CEE 421,2272054,CNE 421,CEE 421,1.0
CEE 421,2271329,CEE 423,CEE 421,0.92789245
CEE 795,790871,CEN 595,CEE 795,0.9999998999999999
CEE 795,787323,CRD 695,CEE 795,0.9999998999999999
CEL 320,800110,CEL 375,CEL 320,0.8608966999999998
CEL 320,800112,CEL 475,CEL 320,0.8459846
CHE 476,837973,EEE 564,CHE 476,0.8854574000000001
CHE 476,829497,BME 544,CHE 476,0.85832286
CHE 484,840362,MUE 684,CHE 484,1.0000002000000001
CHE 484,840631,DBA 584,CHE 484,1.0000002000000001
CHE 499,907993,NUR 499,CHE 499,0.99999994
CHE 499,902821,APH 499,CHE 499,0.99999994
CHE 598,1100217,ARE 598,CHE 598,1.0000001
CHE 598,1097845,POS 598,CHE 598,1.0000001
CHM 338,753352,CHM 434,CHM 338,0.92561513
CHM 338,758260,BCH 462,CHM 338,0.8090779
CHS 492,299136,ABS 492,CHS 492,1.0000002000000001
CHS 492,296203,EST 492,CHS 492,1.0000002000000001
CIS 191,1197820,SOC 191,CIS 191,1.0000002000000001
CIS 191,1200176,MCE 191,CIS 191,1.0000002000000001
CIS 565,1386903,CIS 575,CIS 565,0.85698426
CIS 565,1390629,MET 351,CIS 565,0.8326924000000001
COE 594,312624,TGM 594,COE 594,0.9999998999999999
COE 594,311852,SOS 594,COE 594,0.9999998999999999
COM 459,390715,STC 505,COM 459,0.78867483
COM 459,385986,COM 467,COM 459,0.7879046
COM 592,548399,MSE 592,COM 592,0.99999994
COM 592,549207,POS 592,COM 592,0.99999994
CON 450,1048632,BIO 418,CON 450,0.88720393
CON 450,1045145,CON 488,CON 450,0.8181033000000001
CRD 555,541401,SOC 389 (LAB),CRD 555,0.80341315
CRD 555,540313,CRD 620,CRD 555,0.80308485
CRD 570,552821,GPH 210,CRD 570,0.91694766
CRD 570,554290,ESS 501,CRD 570,0.9023135
CRJ 306,1537135,CRJ 518,CRJ 306,0.79430795
CRJ 306,1537114,CRJ 470,CRJ 306,0.7555367
CRJ 464,1652381,CRJ 502,CRJ 464,0.85394907
CRJ 464,1652397,CRJ 522,CRJ 464,0.82762325
CRJ 526,1759360,CRJ 535,CRJ 526,0.7577245
CRJ 526,1759589,GPH 213,CRJ 526,0.75760937
CRJ 528,1768160,PSY 547,CRJ 528,0.8480735999999999
CRJ 528,1766700,CRJ 529,CRJ 528,0.8382877000000001
CSE 230,1020828,EEE 230,CSE 230,1.0
CSE 230,1014115,SER 250,CSE 230,0.88572276
CSE 340,1111947,CSE 476,CSE 340,0.9147451999999999
CSE 340,1113676,ACO 102,CSE 340,0.91070366
CSE 434,1220643,ACO 330,CSE 434,0.9999998999999999
CSE 434,1220644,ACO 331,CSE 434,0.9191216
CSE 466,1318579,ACO 431,CSE 466,0.8699138000000001
CSE 466,1316859,CSE 548,CSE 466,0.8378885
CSE 511,1486035,SER 322,CSE 511,0.89092463
CSE 511,1485697,CSE 512,CSE 511,0.8790357
CSE 548,1629344,ACO 431,CSE 548,0.8624171
CSE 548,1629346,ACO 461,CSE 548,0.8248601000000001
CSE 563,1696588,STC 530,CSE 563,0.9197713
CSE 563,1689638,CSE 564,CSE 563,0.86563015
CSE 572,1751602,CSE 573,CSE 572,0.8765978999999999
CSE 572,1759007,STP 581,CSE 572,0.8751030000000001
CSE 598,1905206,IMD 598,CSE 598,1.0000001
CSE 598,1903347,EMS 598,CSE 598,1.0000001
CSM 494,1917945,ART 494,CSM 494,1.0
CSM 494,1917247,FMP 394,CSM 494,1.0
DAH 580,119318,BIO 680,DAH 580,0.99999976
DAH 580,120968,MTC 680,DAH 580,0.99999976
DCE 260,2190961,IAP 375,DCE 260,0.85603845
DCE 260,2189715,DCE 670,DCE 260,0.8527577
DCE 300,2268989,DCE 370,DCE 300,0.8306258
DCE 300,2268987,DCE 360,DCE 300,0.8272918
DCI 592,188828,AFR 592,DCI 592,0.99999994
DCI 592,192827,STC 592,DCI 592,0.99999994
DNP 791,285580,MET 591,DNP 791,1.0000002000000001
DNP 791,282393,UET 591,DNP 791,1.0000001
DSC 191,1682639,POR 191,DSC 191,1.0000002000000001
DSC 191,1681459,CIS 191,DSC 191,1.0000002000000001
DSC 520,1789687,ISS 518,DSC 520,0.80518687
DSC 520,1793951,SOC 334,DSC 520,0.7914281999999999
ECD 312,823035,CDE 337,ECD 312,0.89102125
ECD 312,818168,ECD 315,ECD 312,0.8858948
ECN 715,115747,ACT 570,ECN 715,0.87445796
ECN 715,115090,ACC 232,ECN 715,0.8682264000000001
ECS 478,863972,ECD 478,ECS 478,0.991777
ECS 478,863994,ECD 578,ECS 478,0.991777
EDA 692,1564705,MGT 692,EDA 692,0.99999994
EDA 692,1565050,MTC 692,EDA 692,0.99999994
EDA 784,1622761,MTC 684,EDA 784,1.0000002000000001
EDA 784,1623595,RDG 684,EDA 784,1.0000002000000001
EDP 394,1058443,FRE 194,EDP 394,1.0
EDP 394,1057041,RUS 294,EDP 394,1.0
EDP 502,1092951,CRJ 604,EDP 502,0.9413174999999999
EDP 502,1095123,STP 226,EDP 502,0.9278943999999999
EDS 498,2197104,ART 498,EDS 498,1.0000001
EDS 498,2194219,MKT 498,EDS 498,1.0
EDT 507,1636702,CIS 575,EDT 507,0.80535316
EDT 507,1638571,STC 530,EDT 507,0.800094
EED 433,177289,RDG 509,EED 433,0.8910399999999999
EED 433,177288,RDG 508,EED 433,0.8910399999999999
EED 795,673449,EDA 595,EED 795,0.9999998999999999
EED 795,677854,CEN 595,EED 795,0.9999998999999999
EEE 532,2291219,EEE 579,EEE 532,0.85182405
EEE 532,2291196,EEE 547,EEE 532,0.84572196
EEE 574,16836,EEE 587,EEE 574,0.8875308000000001
EEE 574,16838,EEE 589,EEE 574,0.8856430000000001
EEE 627,59569,CEN 501,EEE 627,0.8475589
EEE 627,59267,ART 445,EEE 627,0.7398094
EGR 535,166938,HCI 311,EGR 535,0.8364226999999999
EGR 535,166799,ENT 441,EGR 535,0.8361987
ENG 245,990425,ENG 536,ENG 245,0.7990558000000001
ENG 245,990422,ENG 533,ENG 245,0.79789233
ENG 385,1598985,NTR 400,ENG 385,0.8017996999999999
