Y,,X,Y,S
SER 784,302786,SOS 584,SER 784,1.0000002000000001
SER 784,304496,JPN 484,SER 784,1.0000002000000001
SES 121,1532933,SES 122,SES 121,0.9380908000000001
SES 121,1536989,SOS 374,SES 121,0.81501484
SES 141,1582205,SOS 314,SES 141,0.82391596
SES 141,1582186,SOS 171,SES 141,0.8190779
SGS 492,1526809,MET 492,SGS 492,1.0000002000000001
SGS 492,1526826,MET 592,SGS 492,0.94095075
SHS 461,1885933,GPE 10,SHS 461,0.83928144
SHS 461,1879414,BLE 515,SHS 461,0.81377506
SHS 581,1780128,DNP 678,SHS 581,0.8930123
SHS 581,1780124,DNP 674,SHS 581,0.87017107
SHS 592,120743,THP 692,SHS 592,0.99999994
SHS 592,113077,CSE 592,SHS 592,0.99999994
SHS 598,151011,HSE 598,SHS 598,1.0000001
SHS 598,154302,SED 598,SHS 598,1.0000001
SLB 518,887500,MCO 529,SLB 518,0.77761674
SLB 518,887472,MCO 436,SLB 518,0.73832595
SLB 584,896260,SDO 584,SLB 584,1.0
SLB 584,895820,MCE 584,SLB 584,0.9895792999999999
SLC 333,924208,SLC 334,SLC 333,0.99572855
SLC 333,925201,SGS 240,SLC 333,0.83916175
SLC 447,961205,ARS 330,SLC 447,0.7920877
SLC 447,961195,ARS 102,SLC 447,0.76903105
SLC 584,989246,ARE 484,SLC 584,1.0000002000000001
SLC 584,988869,JPN 484,SLC 584,1.0000002000000001
SLC 594,994145,CDE 594,SLC 594,0.9999998999999999
SLC 594,994525,BUS 594,SLC 594,0.9999998999999999
SLV 498,1281332,ART 498,SLV 498,1.0000001
SLV 498,1275033,TMC 498,SLV 498,1.0
SOC 523,2140301,OGL 343,SOC 523,0.87427914
SOC 523,2141978,MCO 430,SOC 523,0.8609324
SOC 586,2149712,EEE 488,SOC 586,0.767961
SOC 586,2150850,LDE 361,SOC 586,0.75913304
SOS 101,859697,SOS 553,SOS 101,0.8380591999999999
SOS 101,861625,TSS 505,SOS 101,0.8303983
SOS 691,532564,MET 591,SOS 691,1.0000002000000001
SOS 691,531389,THP 591,SOS 691,1.0000001
SPA 102,529742,ITA 102,SPA 102,0.9861363000000001
SPA 102,529741,ITA 101,SPA 102,0.9861363000000001
SPA 541,1536855,SPA 542,SPA 541,0.8947778000000001
SPA 541,1539765,TCL 201,SPA 541,0.8834171000000001
SPA 552,1676913,SPA 582,SPA 552,0.806705
SPA 552,1676905,SPA 569,SPA 552,0.8025372
SPA 585,1943911,SPA 586,SPA 585,0.9159101000000001
SPA 585,1943914,SPA 589,SPA 585,0.8873731
SPE 540,562113,PSY 564,SPE 540,0.9016849
SPE 540,559781,SPE 541,SPE 540,0.8615545
SPF 598,751595,AET 598,SPF 598,1.0000001
SPF 598,750111,SBS 598,SPF 598,1.0000001
SSH 502,1763298,NEU 556,SSH 502,0.7523148000000001
SSH 502,1763406,RDG 556,SSH 502,0.73639446
STP 298,446602,RDG 298,STP 298,1.0
STP 298,446772,MUP 298,STP 298,1.0
STP 420,316937,STP 281,STP 420,0.93852156
STP 420,316936,STP 280,STP 420,0.9327854999999999
SWG 526,720615,PSY 368,SWG 526,0.86894274
SWG 526,720684,PSY 546,SWG 526,0.8509936
SWG 527,723130,CRJ 443,SWG 527,0.8271181000000001
SWG 527,723101,CRJ 284,SWG 527,0.78383696
SWG 619,893607,ESS 513,SWG 619,0.84869564
SWG 619,891816,CIS 700,SWG 619,0.8465768
SWU 194,862792,FMP 394,SWU 194,1.0
SWU 194,863490,ART 494,SWU 194,1.0
TCL 370,2271540,FMS 370,TCL 370,1.0000004
TCL 370,2270955,ASB 402,TCL 370,0.7491578000000001
TCL 445,27313,FMS 464,TCL 445,0.8775705
TCL 445,23699,ENG 458,TCL 445,0.8775705
TEL 194,395505,FRE 294,TEL 194,1.0
TEL 194,391985,DAH 194,TEL 194,1.0
TEL 780,834132,UET 580,TEL 780,0.99999976
TEL 780,836143,THP 580,TEL 780,0.99999976
TEL 790,846071,SST 590,TEL 790,0.99999976
TEL 790,849432,SED 790,TEL 790,0.99999976
TGM 556,315148,BUS 436,TGM 556,0.66467035
TGM 556,315146,BUS 424,TGM 556,0.6502598
THE 423,819968,AFR 364,THE 423,0.80664575
THE 423,819984,AFR 465,THE 423,0.8028004
THE 424,825911,THE 520,THE 424,0.88449657
THE 424,825912,THE 524,THE 424,0.8635628000000001
THE 692,1243520,GPH 692,THE 692,0.99999994
THE 692,1243608,MSE 692,THE 692,0.99999994
THF 126,560795,IAP 434,THF 126,0.83084226
THF 126,571500,THP 529,THF 126,0.7981808000000001
THP 213,716328,THP 345,THP 213,0.85704744
THP 213,716409,THP 649,THP 213,0.79974854
THP 318,734087,THP 418,THP 318,0.877899
THP 318,734127,THP 525,THP 318,0.7621413
THP 448,772693,THP 449,THP 448,0.9807709000000001
THP 448,773137,ART 346,THP 448,0.8287705
THP 580,827775,RDG 680,THP 580,0.99999976
THP 580,827065,THP 680,THP 580,0.99999976
TMC 294,111650,DAH 294,TMC 294,1.0
TMC 294,115165,FRE 194,TMC 294,1.0
TWC 452,294922,TWC 552,TWC 452,0.9999998999999999
TWC 452,297570,STS 260,TWC 452,0.8754331
TWC 505,350602,MCO 710,TWC 505,0.87921375
TWC 505,350035,LSE 542,TWC 505,0.8557193000000001
URB 400,1292015,COM 314,URB 400,0.8425162
URB 400,1286317,URB 405,URB 400,0.80285
URB 410,1331290,SPE 416,URB 410,0.87650347
URB 410,1328472,EMS 505,URB 410,0.8764231
WPC 148,1708659,WPC 248,WPC 148,0.76214075
WPC 148,1708668,WPC 449,WPC 148,0.7514255
WPC 302,1758149,TGM 585,WPC 302,0.87974524
WPC 302,1758032,MGT 501,WPC 302,0.8673402
ABS 377,752746,SOS 412,ABS 377,0.8779068000000001
ABS 377,752104,BIO 412,ABS 377,0.8779068000000001
ABS 593,1171505,MUD 593,ABS 593,1.0
ABS 593,1178533,MET 593,ABS 593,1.0
ACC 444,1732647,CIS 365,ACC 444,0.84567773
ACC 444,1729029,ACC 507,ACC 444,0.84020615
ACO 591,1677254,MUD 591,ACO 591,1.0000002000000001
ACO 591,1684282,MET 591,ACO 591,1.0000002000000001
AEP 590,1966355,FSE 790,AEP 590,0.99999976
AEP 590,1966664,ALD 590,AEP 590,0.99999976
AFR 317,124401,WST 380,AFR 317,0.86962205
AFR 317,122019,AFR 466,AFR 317,0.86457276
AFR 470,367430,WST 471,AFR 470,0.9999998
AFR 470,367407,WST 378,AFR 470,0.8401301999999999
AGB 420,1379915,AGB 456,AGB 420,0.834362
AGB 420,1379905,AGB 422,AGB 420,0.8324587
AIS 280,1594676,AIS 285,AIS 280,0.9999998999999999
AIS 280,1594716,AIS 518,AIS 280,0.8393135
AIS 420,1621256,MCO 302,AIS 420,0.8512958
AIS 420,1620797,STP 226,AIS 420,0.77349424
AIS 590,1696882,MCO 790,AIS 590,0.99999976
AIS 590,1696515,MTC 590,AIS 590,0.99999976
ALD 525,2125351,PSY 447,ALD 525,0.8223056000000001
ALD 525,2127080,CDE 570,ALD 525,0.82154524
ALT 360,2049406,SOS 534,ALT 360,0.92154056
ALT 360,2049949,EEE 463,ALT 360,0.9040242
AML 598,1416229,CMN 598,AML 598,1.0000001
AML 598,1423303,BUS 598,AML 598,1.0000001
AML 793,1581598,MUD 593,AML 793,1.0
AML 793,1588626,MET 593,AML 793,1.0
AMS 194,1386045,DAH 194,AMS 194,1.0
AMS 194,1388159,RUS 294,AMS 194,1.0
AMT 151,208925,AMT 251,AMT 151,0.9950074000000001
AMT 151,208924,AMT 250,AMT 151,0.9950074000000001
AMT 280,351640,AMT 287,AMT 280,0.9058753
AMT 280,356276,MEE 472,AMT 280,0.85849917
AMT 310,437165,AMT 311,AMT 310,0.9999998999999999
AMT 310,437186,AMT 495,AMT 310,0.90187156
AMT 350,456160,AMT 360,AMT 350,0.8527049000000001
AMT 350,456172,AMT 488,AMT 350,0.8493066999999999
AMT 408,515313,ATC 332,AMT 408,0.8740851999999999
AMT 408,515314,ATC 333,AMT 408,0.8688031999999999
AMT 541,748708,STS 385,AMT 541,0.79240716
AMT 541,742012,HSE 423,AMT 541,0.7750169
AMT 595,864553,SER 695,AMT 595,0.9999998999999999
AMT 595,864344,GRA 595,AMT 595,0.9999998999999999
AMT 599,891940,MET 599,AMT 599,1.0
AMT 599,887960,CRD 599,AMT 599,1.0
ANB 583,602480,PLA 583,ANB 583,1.0
ANB 583,599388,FSE 583,ANB 583,1.0
ANB 680,709902,JPN 580,ANB 680,0.99999976
ANB 680,706006,SPE 680,ANB 680,0.99999976
APA 450,714557,WST 365,APA 450,0.84081346
APA 450,708792,SHS 570,APA 450,0.83135504
APH 313,1037145,APH 314,APH 313,0.9750334
APH 313,1044111,INT 310,APH 313,0.82968885
APH 421,1117575,ALA 225,APH 421,0.84048975
APH 421,1124114,INT 111,APH 421,0.83857644
ARB 484,739107,ESS 684,ARB 484,1.0000002000000001
ARB 484,736167,IEE 784,ARB 484,1.0000002000000001
ARE 520,1512367,ARE 525,ARE 520,0.74276495
ARE 520,1512368,ARE 530,ARE 520,0.7097745
ARS 101,1107958,ARS 416,ARS 101,0.8756619000000001
ARS 101,1107937,ARS 102,ARS 101,0.8679004000000001
ARS 202,1112525,ARS 362,ARS 202,0.8222078000000002
ARS 202,1112552,ARS 465,ARS 202,0.82214
ARS 422,1130587,ARS 424,ARS 422,0.8821523000000001
ARS 422,1130619,ARS 504,ARS 422,0.7942158
ARS 514,1161248,ARS 534,ARS 514,0.69731385
ARS 514,1161349,ART 423,ARS 514,0.6870896
ARS 533,1162111,ARS 542,ARS 533,0.6933931
ARS 533,1162190,ART 378,ARS 533,0.6730676999999999
ARS 692,1183892,ARE 692,ARS 692,0.99999994
ARS 692,1184056,MET 592,ARS 692,0.99999994
ARS 700,1185121,JPN 500,ARS 700,0.99999976
ARS 700,1185333,TSS 700,ARS 700,0.99999976
ART 116,1190817,ART 544,ART 116,0.9167639999999999
ART 116,1190694,ART 218,ART 116,0.9000273000000001
ART 323,1215772,ART 431,ART 323,0.70383835
ART 323,1215761,ART 411,ART 323,0.6961373000000001
ART 406,1236787,ART 440,ART 406,0.79416406
ART 406,1236832,ART 529,ART 406,0.7914625
ART 427,1245877,ART 458,ART 427,0.82542205
ART 427,1245948,ART 558,ART 427,0.82542205
ART 523,1285117,ART 542,ART 523,0.84241754
ART 523,1285116,ART 539,ART 523,0.81409943
ART 533,1289993,ART 563,ART 533,0.7827086999999999
ART 533,1290032,LDE 622,ART 533,0.7743286
ART 544,1293431,ART 551,ART 544,0.8206940999999999
ART 544,1293430,ART 545,ART 544,0.81627107
ASB 525,1960175,OGL 343,ASB 525,0.83279616
ASB 525,1958352,SPE 585,ASB 525,0.8135165
ASB 537,2005525,GTD 508,ASB 537,0.83717215
ASB 537,2008938,AIS 480,ASB 537,0.8316245999999999
ASB 544,2029917,ADE 322,ASB 544,0.8197353999999999
ASB 544,2035020,SGS 310,ASB 544,0.8097818
ASB 680,2174203,FSE 780,ASB 680,0.99999976
ASB 680,2173510,ASM 680,ASB 680,0.99999976
ASB 690,2192560,NTR 590,ASB 690,0.99999976
ASB 690,2195678,LSE 690,ASB 690,0.99999976
ASB 695,1980809,BUS 695,ASB 695,0.9999998999999999
ASB 695,1980305,LDE 695,ASB 695,0.9999998999999999
ASB 783,2213217,PLA 683,ASB 783,1.0
ASB 783,2210623,SPE 583,ASB 783,1.0
ASM 459,1402736,CRJ 435,ASM 459,0.7873848000000001
ASM 459,1402783,CRJ 535,ASM 459,0.7630875
AST 599,2269967,MET 599,AST 599,1.0
AST 599,2267254,PPE 599,AST 599,1.0
ASU 101-LA,2237189,ASU 101-MAE,ASU 101-LA,1.0000001
ASU 101-LA,2237190,ASU 101-MEE,ASU 101-LA,1.0000001
ASU 140-NCIAS,129012,ASU 140-NU,ASU 140-NCIAS,0.99999994
ASU 140-NCIAS,129038,ASU 340-CPSCS,ASU 140-NCIAS,0.99999994
ASU 440-SOS,547212,ASU 440-TB,ASU 440-SOS,0.99999994
ASU 440-SOS,547214,ASU 440-WPC,ASU 440-SOS,0.99999994
ATE 592,155290,SOC 592,ATE 592,0.99999994
ATE 592,156281,STM 592,ATE 592,0.99999994
AVC 591,1505343,MET 591,AVC 591,1.0000002000000001
AVC 591,1498315,MUD 591,AVC 591,1.0000002000000001
BIO 112,1345290,BIO 151,BIO 112,0.6789006
BIO 112,1345663,PPE 501,BIO 112,0.60701674
BIO 343,1204396,BIO 355,BIO 343,0.85809135
BIO 343,1204445,BIO 467,BIO 343,0.83498144
BIO 410,1536879,SOS 485,BIO 410,0.836123
BIO 410,1537244,SCM 485,BIO 410,0.836123
BIO 436,1618925,PSY 453,BIO 436,0.8475125
BIO 436,1618892,PSY 341,BIO 436,0.8392841000000001
BIO 465,1650748,NEU 555,BIO 465,0.818724
BIO 465,1648331,BIO 476,BIO 465,0.8000977
BIO 564,1779275,NEU 555,BIO 564,0.8455895
BIO 564,1778062,EEE 480,BIO 564,0.74458444
BIO 690,1851656,AIS 590,BIO 690,0.99999976
BIO 690,1852038,EEE 790,BIO 690,0.99999976
BIS 492,916107,COM 492,BIS 492,1.0000002000000001
BIS 492,917084,WPC 492,BIS 492,1.0000002000000001
BLE 533,1111794,EDP 541,BLE 533,0.8884310999999999
BLE 533,1110792,ECD 406,BLE 533,0.8588505999999999
BMD 790,1832628,MSE 590,BMD 790,0.99999976
BMD 790,1828538,ACC 690,BMD 790,0.99999976
BME 191,1908796,BUE 191,BME 191,1.0000002000000001
BME 191,1913176,HEB 191,BME 191,1.0000002000000001
BME 695,440812,SED 695,BME 695,0.9999998999999999
BME 695,441174,EDP 795,BME 695,0.9999998999999999
BUA 394,2185220,FRE 194,BUA 394,1.0
BUA 394,2185224,FRE 294,BUA 394,1.0
BUS 484,1518948,SGS 484,BUS 484,1.0000002000000001
BUS 484,1518884,BUS 584,BUS 484,1.0000002000000001
BUS 799,1522131,MET 599,BUS 799,0.9945718000000001
BUS 799,1522016,SDO 599,BUS 799,0.9945718000000001
CDE 576,1392219,CDE 612,CDE 576,0.8218763000000001
CDE 576,1392220,CDE 634,CDE 576,0.760055
CDE 799,1403070,ELS 799,CDE 799,1.0
CDE 799,1403121,TSS 799,CDE 799,1.0
CED 593,1607493,MUD 593,CED 593,1.0
CED 593,1614521,MET 593,CED 593,1.0
CED 692,1721528,LSE 592,CED 692,0.99999994
CED 692,1717331,ASM 592,CED 692,0.99999994
CED 784,1759586,HON 484,CED 784,1.0000002000000001
CED 784,1757966,CIS 584,CED 784,1.0000002000000001
CEE 483,33809,CON 243,CEE 483,0.82896274
CEE 483,30612,CNE 243,CEE 483,0.82896274
CEE 516,215791,SOS 534,CEE 516,1.0
CEE 516,213948,ALT 360,CEE 516,0.92154056
CEE 572,601708,SOS 546,CEE 572,0.91275537
CEE 572,601724,SOS 574,CEE 572,0.856224
CEE 580,1211591,ASM 580,CEE 580,0.99999976
CEE 580,1206957,AML 580,CEE 580,0.99999976
CHE 591,1030629,CED 791,CHE 591,1.0000002000000001
CHE 591,1038360,MET 591,CHE 591,1.0000002000000001
CHI 338,2033158,REL 338,CHI 338,1.0
CHI 338,2038996,SLC 336,CHI 338,0.80161583
CHI 593,115374,MET 593,CHI 593,1.0
CHI 593,108346,MUD 593,CHI 593,1.0
CHM 118,508296,CHM 235,CHM 118,0.8852389
CHM 118,508316,CHM 349,CHM 118,0.88352144
CHM 194,542260,FRE 294,CHM 194,1.0
CHM 194,538744,DAH 494,CHM 194,1.0
CHM 571,1342018,PHY 481,CHM 571,0.9100950000000001
CHM 571,1348695,MSE 526,CHM 571,0.9100950000000001
COM 259,25931,COM 451,COM 259,0.86784524
COM 259,25910,COM 400,COM 259,0.84777325
COM 394,199965,DAH 294,COM 394,1.0
COM 394,199968,DAH 494,COM 394,1.0
CON 448,1042772,SOS 522,CON 448,0.8786309000000001
CON 448,1042700,SOS 300,CON 448,0.8706105
CON 595,1362385,AIS 595,CON 595,0.9999998999999999
CON 595,1362555,PLA 795,CON 595,0.9999998999999999
CPP 560,680684,IEE 454,CPP 560,0.85972834
CPP 560,674676,IFT 481,CPP 560,0.8363483
CPY 799,317215,MCB 799,CPY 799,1.0
CPY 799,311617,BDE 799,CPY 799,1.0
CRD 394,489504,FRE 294,CRD 394,1.0
CRD 394,489500,FRE 194,CRD 394,1.0
CRD 620,596382,CRJ 503,CRD 620,0.92273116
CRD 620,597580,POS 601,CRD 620,0.8786593
CRJ 474,1661232,PSY 474,CRJ 474,0.9999996999999999
CRJ 474,1661266,PSY 547,CRJ 474,0.9535238000000001
CRJ 484,1666137,SLC 584,CRJ 484,1.0000002000000001
CRJ 484,1665203,CSM 484,CRJ 484,1.0000002000000001
CRJ 517,1729963,CRJ 610,CRJ 517,0.9259850000000001
CRJ 517,1729964,CRJ 611,CRJ 517,0.8346082
CRJ 799,1900616,MTC 799,CRJ 799,1.0
CRJ 799,1900872,SLC 799,CRJ 799,1.0
CSE 259,1034041,ASC 315,CSE 259,0.8148595000000001
CSE 259,1031620,CSE 459,CSE 259,0.8020656999999999
CSE 471,1361315,CSE 515,CSE 471,0.7998430999999999
CSE 471,1365239,IEE 475,CSE 471,0.7959006
CSE 509,1474964,EEE 510,CSE 509,0.8340373999999999
CSE 509,1474987,EEE 307,CSE 509,0.81669474
CSE 550,1638186,ACO 102,CSE 550,0.90332466
CSE 550,1636831,SER 501,CSE 550,0.89832366
DCE 224,2044135,DCE 324,DCE 224,0.88819236
DCE 224,2044192,DCE 656,DCE 224,0.8616016
DCE 235,2150013,DCE 535,DCE 235,0.8548868000000001
DCE 235,2149994,DCE 402,DCE 235,0.7905228
DNP 623,2296047,NTR 290,DNP 623,0.88197803
DNP 623,2295591,DNP 628,DNP 623,0.87035316
DSC 595,1861123,PLB 595,DSC 595,0.9999998999999999
DSC 595,1860129,HED 695,DSC 595,0.9999998999999999
EDA 514,1435959,EDA 526,EDA 514,0.8882073
EDA 514,1436250,SPE 504,EDA 514,0.8572363000000002
EDP 484,1066306,CIS 484,EDP 484,1.0000002000000001
EDP 484,1065900,RUS 484,EDP 484,1.0000002000000001
EDT 220,1558821,EDT 461,EDT 220,1.0
EDT 220,1558838,EDT 561,EDT 220,1.0
EDT 329,1571753,EDT 561,EDT 329,0.92751884
EDT 329,1571736,EDT 461,EDT 329,0.92751884
EED 397,135097,EED 576,EED 397,1.0
EED 397,135096,EED 567,EED 397,1.0
EED 592,451614,MSE 592,EED 592,0.99999994
EED 592,447128,ANP 592,EED 592,0.99999994
EEE 294,2183457,FMP 394,EEE 294,1.0
EEE 294,2184155,ART 494,EEE 294,1.0
EEE 350,2195871,EEE 506,EEE 350,0.883317
EEE 350,2195908,EEE 554,EEE 350,0.88063085
EEE 352,2197667,EEE 434,EEE 352,0.84906
EEE 352,2197717,EEE 537,EEE 352,0.84196436
EEE 547,2315954,EEE 731,EEE 547,0.8389276
EEE 547,2315916,EEE 572,EEE 547,0.8309771
EGR 425,2133806,CON 554,EGR 425,0.87572765
EGR 425,2133777,CON 454,EGR 425,0.87572765
ENG 370,1491123,BIO 315,ENG 370,1.0000001
ENG 370,1492830,STS 306,ENG 370,0.8794926
ENG 388,1624472,COM 445,ENG 388,0.76896715
ENG 388,1622013,ENG 411,ENG 388,0.76657695
ENG 467,2178347,MUS 356,ENG 467,0.7429903
ENG 467,2182093,WST 420,ENG 467,0.70942116
ENG 534,359068,ENG 535,ENG 534,0.8793955
ENG 534,359070,ENG 537,ENG 534,0.8554046000000001
ENG 592,304595,CEN 592,ENG 592,0.99999994
ENG 592,304183,ARS 592,ENG 592,0.99999994
ENV 484,372380,SPE 784,ENV 484,1.0000002000000001
ENV 484,373662,UET 484,ENV 484,1.0000002000000001
ERM 528,2088151,PUP 541,ERM 528,0.86753345
ERM 528,2086676,ERM 540,ERM 528,0.8385613000000001
ESS 504,1923202,STS 385,ESS 504,0.8317394
ESS 504,1923199,STS 331,ESS 504,0.7973844
FAS 493,1722501,AML 493,FAS 493,0.9999998999999999
FAS 493,1730609,PSY 493,FAS 493,0.9999998999999999
FAS 507,1820963,SOC 507,FAS 507,0.9999994000000001
FAS 507,1820962,SOC 505,FAS 507,0.95452565
FAS 792,2220450,NEU 792,FAS 792,1.0000001
FAS 792,2220091,MCO 792,FAS 792,1.0000001
FIN 492,1592949,HPS 492,FIN 492,1.0000002000000001
FIN 492,1586774,HSE 492,FIN 492,1.0000002000000001
FIN 799,2079499,MTE 799,FIN 799,1.0
FIN 799,2083276,SCM 799,FIN 799,1.0
FMP 261,521061,THP 519,FMP 261,0.8287605
FMP 261,520996,THP 260,FMP 261,0.8167483
FMP 590,564666,SLB 590,FMP 590,0.99999976
FMP 590,565196,JPN 590,FMP 590,0.99999976
FOR 370,455507,FOR 377 (LAB),FOR 370,0.87485254
FOR 370,461007,CRJ 211,FOR 370,0.8659384
FOR 394,497512,RUS 194,FOR 394,1.0
FOR 394,498923,FRE 294,FOR 394,1.0
FOR 447 (LAB),568875,LSC 447 (LAB),FOR 447 (LAB),1.0000001
FOR 447 (LAB),568860,LSC 348 (LAB),FOR 447 (LAB),0.91051435
FSE 598,602831,RDG 598,FSE 598,1.0000001
FSE 598,599459,MCB 598,FSE 598,1.0000001
FSH 494,1559866,FMP 394,FSH 494,1.0
FSH 494,1554941,DAH 294,FSH 494,1.0
GBL 42,719758,GBL 82,GBL 42,0.9176562
GBL 42,719762,GBL 92,GBL 42,0.9176562
GER 201,1609451,GER 202,GER 201,1.0000001
GER 201,1614919,HEB 201,GER 201,1.0000001
GER 319,1710705,TWC 347,GER 319,0.8011459
GER 319,1713104,MGT 450,GER 319,0.7808732
GER 416,1754083,FRE 442,GER 416,0.8088232
GER 416,1754082,FRE 441,GER 416,0.7994344
GER 441,1797893,SLC 441,GER 441,0.9999995
GER 441,1797856,SLC 223,GER 441,0.7832686
GIT 194,1435879,DAH 194,GIT 194,1.0
GIT 194,1439399,FRE 294,GIT 194,1.0
GRA 424,607016,FMS 351,GRA 424,0.8540504999999999
GRA 424,605855,COM 457,GRA 424,0.8513480999999999
GRA 594,782994,MKT 594,GRA 594,0.9999998999999999
GRA 594,785389,THP 594,GRA 594,0.9999998999999999
HCD 594,1327798,PLA 594,HCD 594,0.9999998999999999
HCD 594,1329492,MUP 594,HCD 594,0.9999998999999999
HCI 563,1589163,TGM 532,HCI 563,0.88703936
HCI 563,1585069,WPC 300,HCI 563,0.88527787
HCR 461,1661662,DNP 705,HCR 461,0.7527628000000001
HCR 461,1661627,DNP 642,HCR 461,0.74849224
HDA 111,2012279,ARS 439,HDA 111,0.8151283
HDA 111,2008769,SPE 585,HDA 111,0.78627956
HDA 225,2052515,MKT 280,HDA 225,0.8442489
HDA 225,2045433,HDA 252,HDA 225,0.74721247
HDA 511,2218765,GRA 501,HDA 511,0.8707074
HDA 511,2225792,MGT 422,HDA 511,0.8225529
HDA 684,60318,HDA 784,HDA 684,1.0000002000000001
HDA 684,65105,AFR 584,HDA 684,1.0000002000000001
HPS 484,2107605,MTC 484,HPS 484,1.0000002000000001
HPS 484,2108410,CDE 584,HPS 484,1.0000002000000001
HPS 499,2123606,MUP 499,HPS 499,0.99999994
HPS 499,2123314,MCE 499,HPS 499,0.99999994
HSD 595,311080,CRD 795,HSD 595,0.9999998999999999
HSD 595,309692,ECD 795,HSD 595,0.9999998999999999
HSE 324,1448422,HSE 390,HSE 324,0.8848362
HSE 324,1448430,HSE 427,HSE 324,0.86391664
HSM 584,1269098,MCB 784,HSM 584,1.0000002000000001
HSM 584,1264356,DSC 584,HSM 584,1.0000002000000001
HSM 598,1325813,SPA 598,HSM 598,1.0000001
HSM 598,1331656,REL 598,HSM 598,1.0000001
HST 304,477760,JST 304,HST 304,0.99999964
HST 304,477759,JST 302,HST 304,0.94630355
HST 394,1582527,FRE 194,HST 394,1.0
HST 394,1583937,FMP 394,HST 394,1.0
HST 436,1942372,RUS 322,HST 436,0.8320871999999999
HST 436,1939680,REL 377,HST 436,0.8153347
HST 597,205188,MGT 501,HST 597,0.8853958000000001
HST 597,201865,UNI 250,HST 597,0.8757712999999999
HST 795,498350,MKT 695,HST 795,0.9999998999999999
HST 795,493273,BLE 595,HST 795,0.9999998999999999
IEE 394,841986,ART 494,IEE 394,1.0
IEE 394,838471,RUS 194,IEE 394,1.0
IEE 498,941057,ART 498,IEE 498,1.0000001
IEE 498,940445,MTC 498,IEE 498,1.0
INT 522,963083,LDE 261,INT 522,0.8442354999999999
INT 522,959312,INT 621,INT 522,0.84390926
ISS 394,1158503,FRE 294,ISS 394,1.0
ISS 394,1154984,DAH 294,ISS 394,1.0
JHR 599,832554,MET 599,JHR 599,1.0
JHR 599,828326,OMT 599,JHR 599,1.0
JMC 352,917928,ART 206,JMC 352,0.8773755999999999
JMC 352,909080,JMC 452,JMC 352,0.87279177
JST 304,1195097,GRK 444,JST 304,0.8459146999999999
JST 304,1194389,SLC 444,JST 304,0.8459146999999999
JST 494,1327780,FRE 294,JST 494,1.0
JST 494,1329884,ART 494,JST 494,1.0
JUS 370,1015831,JUS 575,JUS 370,0.8682989999999999
JUS 370,1022046,CRJ 612,JUS 370,0.8516413
JUS 656,1803663,SOS 656,JUS 656,0.9999998
JUS 656,1803103,SOC 455,JUS 656,0.9999998
LAS 450,1240632,ETH 450,LAS 450,1.0
LAS 450,1237749,AMS 450,LAS 450,1.0
LAT 102,168096,BCH 462,LAT 102,0.84626687
LAT 102,171575,MCB 556,LAT 102,0.7372820999999999
LAT 595,442296,BMD 595,LAT 595,0.9999998999999999
LAT 595,445195,ACC 695,LAT 595,0.9999998999999999
LAW 654,761569,LAW 480,LAW 654,0.8181849
LAW 654,766380,MKT 545,LAW 654,0.7930067
LAW 719,1813126,AIS 518,LAW 719,0.7953835
LAW 719,1813125,AIS 517,LAW 719,0.7953835
LDE 592,1321928,BUS 592,LDE 592,0.99999994
LDE 592,1321548,CDE 592,LDE 592,0.99999994
LIA 101,990453,WPC 101,LIA 101,0.89743483
LIA 101,983533,FIS 101,LIA 101,0.8442322
LIN 520,585662,ASB 480,LIN 520,0.8891169
LIN 520,582358,SHS 367,LIN 520,0.8822081
LPH 311,368050,APH 212,LPH 311,0.8829777
LPH 311,375372,PUP 565,LPH 311,0.8826458
MAE 400,137888,ECN 360,MAE 400,0.855302
MAE 400,141636,OMT 405,MAE 400,0.8517082
MAT 462,738308,MAT 476,MAT 462,0.92402035
MAT 462,739939,PHY 302,MAT 462,0.889591
MAT 571,1087733,MAT 579,MAT 571,0.93052673
MAT 571,1097605,EEE 550,MAT 571,0.9196290000000001
MCB 494,1096443,ART 494,MCB 494,1.0
MCB 494,1094335,FRE 194,MCB 494,1.0
MCB 501,1101018,MCB 701,MCB 501,0.99999964
MCB 501,1101159,CRJ 503,MCB 501,0.8215841
MCB 701,1162607,CRJ 503,MCB 701,0.8215841
MCB 701,1163805,POS 601,MCB 701,0.7845109
MCB 799,1188700,NEU 799,MCB 799,1.0
MCB 799,1187289,SCM 799,MCB 799,1.0
MCO 505,1042200,MCO 551,MCO 505,0.8626621999999999
MCO 505,1042205,MCO 557,MCO 505,0.86092234
MCO 556,1066562,MCO 566,MCO 556,0.8514419
MCO 556,1067204,MUP 438,MCO 556,0.82258147
MEE 498,1347923,ART 498,MEE 498,1.0000001
MEE 498,1347240,FMP 498,MEE 498,1.0
MFG 472,1303821,EGR 388,MFG 472,0.80106664
MFG 472,1306454,MAE 519,MFG 472,0.7947784999999999
MGT 411,119501,TGM 532,MGT 411,0.85713077
MGT 411,120969,SGS 204,MGT 411,0.8450726000000001
MGT 550,163228,CAP 400,MGT 550,0.85555136
MGT 550,162812,TGM 547,MGT 550,0.8204931999999999
MHL 294,1168672,DAH 194,MHL 294,1.0
MHL 294,1172188,FRE 194,MHL 294,1.0
