Y,X,Y,S
TCL 201,SOC 303,TCL 201,0.9159666
TCL 341,ETH 450,TCL 341,0.8230375
TCL 341,AMS 450,TCL 341,0.8230375
TCL 484,REL 584,TCL 484,1.0000002000000001
TCL 484,CIS 584,TCL 484,1.0000002000000001
TEL 394,FMP 394,TEL 394,1.0
TEL 394,DAH 294,TEL 394,1.0
TGM 503,TGM 555,TGM 503,0.939077
TGM 503,TGM 554,TGM 503,0.9049976999999999
TGM 579,TGM 585,TGM 579,0.8854679
TGM 579,TGM 581,TGM 579,0.8629896999999999
TGM 598,HUL 598,TGM 598,0.9999998999999999
TGM 598,SLB 598,TGM 598,0.9999998999999999
TGM 599,MET 599,TGM 599,1.0
TGM 599,SLB 599,TGM 599,1.0
THF 101,THP 102,THF 101,0.9513252000000001
THF 101,MUP 472,THF 101,0.8295393
THP 494,ART 494,THP 494,1.0
THP 494,CDE 394,THP 494,0.9999998999999999
THP 551,ARS 480,THP 551,0.7943511999999999
THP 551,ART 442,THP 551,0.7711158
TWC 294,FRE 194,TWC 294,1.0
TWC 294,FRE 294,TWC 294,1.0
TWC 361,PSY 472,TWC 361,0.7867069
TWC 361,WST 360,TWC 361,0.76640636
TWC 596,GPE 90,TWC 596,0.83482766
TWC 596,TGM 579,TWC 596,0.81489927
TWC 598,WST 598,TWC 598,1.0000001
TWC 598,ROM 598,TWC 598,1.0000001
UET 394,FMP 394,UET 394,1.0
UET 394,FRE 294,UET 394,1.0
UET 584,MCE 484,UET 584,1.0000002000000001
UET 584,CSM 484,UET 584,1.0000002000000001
UNI 484,PSY 584,UNI 484,1.0000002000000001
UNI 484,ALD 584,UNI 484,1.0000002000000001
URB 406,SWG 563,URB 406,0.87163126
URB 406,SWU 463,URB 406,0.87163126
USL 484,GPH 484,USL 484,1.0000002000000001
USL 484,MKT 484,USL 484,1.0000002000000001
VIP 294-PSY,DAH 194,VIP 294-PSY,1.0
VIP 294-PSY,DAH 294,VIP 294-PSY,1.0
VIP 394-HCD,RUS 194,VIP 394-HCD,1.0
VIP 394-HCD,DAH 494,VIP 394-HCD,1.0
VTN 294,FMP 394,VTN 294,1.0
VTN 294,ART 494,VTN 294,1.0
VTS 494,FMP 394,VTS 494,1.0
VTS 494,RUS 294,VTS 494,1.0
WAC 101,WAC 107,WAC 101,0.8566703999999999
WAC 101,RDG 520,WAC 101,0.8494421
WPC 101,WPC 347,WPC 101,0.8027345
WPC 101,CIS 440,WPC 101,0.8012446999999999
WST 371,MCO 473,WST 371,0.76029056
WST 371,SOC 315,WST 371,0.7406931
WST 394,FRE 194,WST 394,1.0
WST 394,FMP 394,WST 394,1.0
WST 407,WST 640,WST 407,0.71895486
WST 407,ARS 443,WST 407,0.70896554
WST 421,WST 640,WST 421,0.8276319999999999
WST 421,SOC 264,WST 421,0.8061691
WST 493,HCD 493,WST 493,0.9999998999999999
WST 493,SSH 493,WST 493,0.9999998999999999
WST 701,SOC 425,WST 701,0.7677717
WST 701,SWU 418,WST 701,0.7491263000000001
AAD 595,MUD 695,AAD 595,0.9999998999999999
AAD 595,AGB 595,AAD 595,0.9999998999999999
ABS 271,NTR 150,ABS 271,0.7804875
ABS 271,IBC 110,ABS 271,0.7325199
ABS 311,BIO 564,ABS 311,0.8490653
ABS 311,BIO 354 (LAB),ABS 311,0.8403441999999999
ABS 380,ABS 440,ABS 380,0.7958417
ABS 380,ABS 384,ABS 380,0.7825848000000001
ACT 491,ACT 540,ACT 491,0.7929654
ACT 491,ACT 520,ACT 491,0.7925017
AEE 415,CEE 536,AEE 415,0.7943096
AEE 415,EEE 505,AEE 415,0.7771553000000001
AES 590,DNP 690,AES 590,0.99999976
AES 590,POS 590,AES 590,0.99999976
AET 583,FSE 783,AET 583,1.0
AET 583,EDA 583,AET 583,1.0
AET 592,ASM 592,AET 592,0.99999994
AET 592,STC 592,AET 592,0.99999994
AFR 494,RUS 294,AFR 494,1.0
AFR 494,RUS 194,AFR 494,1.0
AFR 583,EDP 783,AFR 583,1.0
AFR 583,TSS 583,AFR 583,1.0
AFR 695,POS 695,AFR 695,0.9999998999999999
AFR 695,HED 595,AFR 695,0.9999998999999999
ALD 194,FMP 394,ALD 194,1.0
ALD 194,FRE 294,ALD 194,1.0
AML 394,FRE 294,AML 394,1.0
AML 394,FRE 194,AML 394,1.0
AML 680,ASM 580,AML 680,0.99999976
AML 680,MHL 680,AML 680,0.99999976
AMS 492,NTR 492,AMS 492,1.0000002000000001
AMS 492,DAH 492,AMS 492,1.0000002000000001
AMT 105,AMT 311,AMT 105,0.9496989
AMT 105,AMT 310,AMT 105,0.9496989
AMT 394,RUS 194,AMT 394,1.0
AMT 394,ART 494,AMT 394,1.0
APA 210,JUS 210,APA 210,1.0000002000000001
APA 210,TCL 210,APA 210,1.0000002000000001
APA 497,MCO 497,APA 497,1.0
APA 497,SGS 497,APA 497,1.0
APL 584,OMT 484,APL 584,1.0000002000000001
APL 584,CDE 584,APL 584,1.0000002000000001
APL 790,MUS 690,APL 790,0.99999976
APL 790,PLB 790,APL 790,0.99999976
APM 795,AST 595,APM 795,0.9999998999999999
APM 795,HDA 595,APM 795,0.9999998999999999
ARE 695,BUS 795,ARE 695,0.9999998999999999
ARE 695,ARE 795,ARE 695,0.9999998999999999
ARE 792,BUS 792,ARE 792,1.0000001
ARE 792,MET 592,ARE 792,0.9994873
ARS 404,ARS 504,ARS 404,0.9215214
ARS 404,ARS 406,ARS 404,0.8799968
ARS 502,ARS 504,ARS 502,0.86238706
ARS 502,ARS 506,ARS 502,0.7977451
ARS 538,ARS 539,ARS 538,0.8180294
ARS 538,ARS 542,ARS 538,0.7190036999999999
ART 412,ART 415,ART 412,0.83592653
ART 412,ART 545,ART 412,0.8158616999999999
ART 444,ART 544,ART 444,0.9241108
ART 444,ART 545,ART 444,0.84143144
ASB 340,SOC 328,ASB 340,0.9999998
ASB 340,SWU 462,ASB 340,0.8935113000000001
ASB 355,SSH 355,ASB 355,0.9999998999999999
ASB 355,SWG 657,ASB 355,0.7744791
ASB 494,FRE 294,ASB 494,1.0
ASB 494,ART 494,ASB 494,1.0
ASB 500,PLA 500,ASB 500,0.99999976
ASB 500,PLA 600,ASB 500,0.99999976
ASB 580,MLS 580,ASB 580,0.99999976
ASB 580,UET 580,ASB 580,0.99999976
ASM 683,PPE 783,ASM 683,1.0
ASM 683,LSE 583,ASM 683,1.0
ASM 792,GPH 792,ASM 792,1.0000001
ASM 792,HON 792,ASM 792,1.0000001
ASU 101-CPP,ASU 101-CS,ASU 101-CPP,1.0000001
ASU 101-CPP,ASU 101-MSE,ASU 101-CPP,1.0000001
ASU 340-HDA,ASU 340-HNR,ASU 340-HDA,0.99999994
ASU 340-HDA,ASU 440-TE,ASU 340-HDA,0.99999994
ATE 494,RUS 294,ATE 494,1.0
ATE 494,FMP 394,ATE 494,1.0
AVC 500,DAH 500,AVC 500,0.9999998999999999
AVC 500,REL 500,AVC 500,0.99999976
BIO 130M,BIO 422,BIO 130M,0.8689368000000001
BIO 130M,BIO 325,BIO 130M,0.86421
BIO 394,FRE 294,BIO 394,1.0
BIO 394,ART 494,BIO 394,1.0
BIO 462,BIO 465,BIO 462,0.8089753000000001
BIO 462,BIO 552,BIO 462,0.7983519
BIO 545,STP 231,BIO 545,0.7939298
BIO 545,SOC 333,BIO 545,0.7842568
BIO 680,FRE 580,BIO 680,0.99999976
BIO 680,ESS 580,BIO 680,0.99999976
BIO 790,AIS 590,BIO 790,0.99999976
BIO 790,SSH 590,BIO 790,0.99999976
BIS 402,ENG 597,BIS 402,0.89049125
BIS 402,COM 550,BIS 402,0.88585734
BME 182 (LAB),BME 382 (LAB),BME 182 (LAB),0.9615205
BME 182 (LAB),BME 401,BME 182 (LAB),0.8772129000000001
BMI 515,PSY 536,BMI 515,0.90057975
BMI 515,HSE 430,BMI 515,0.8995341
CED 799,GLG 799,CED 799,1.0
CED 799,WST 799,CED 799,1.0
CEE 566,CEE 568,CEE 566,0.84771574
CEE 566,ERM 432,CEE 566,0.81800544
CEL 492,WPC 492,CEL 492,1.0000002000000001
CEL 492,CHM 492,CEL 492,1.0000002000000001
CEN 584,ARE 684,CEN 584,1.0000002000000001
CEN 584,MUP 784,CEN 584,1.0000002000000001
CHE 451,CHE 476,CHE 451,0.84235835
CHE 451,ESS 504,CHE 451,0.8395947
CHM 114,CHM 118,CHM 114,0.85898256
CHM 114,CHM 235,CHM 114,0.8533995000000001
CHM 234,CHM 338,CHM 234,0.98414266
CHM 234,CHM 238,CHM 234,0.9791181000000001
CHM 326,CHM 540,CHM 326,0.8752042999999999
CHM 326,PHS 540,CHM 326,0.8752042999999999
CHM 549,BCH 341,CHM 549,0.78429866
CHM 549,PHY 252,CHM 549,0.7834234999999999
CHS 300,HCD 575,CHS 300,0.8516598
CHS 300,IBC 624,CHS 300,0.85105944
CMN 570,COM 300,CMN 570,0.8797463
CMN 570,RDG 323,CMN 570,0.8704424000000001
CNE 212,CON 221,CNE 212,0.88887626
CNE 212,MSE 546,CNE 212,0.86033773
COE 503,EDP 503,COE 503,1.0000001
COE 503,ASB 560,COE 503,0.84884214
COM 326,MCO 711,COM 326,0.7663783000000001
COM 326,CRJ 350,COM 326,0.75819415
CON 554,MSE 100,CON 554,0.8867292999999999
CON 554,IEE 556,CON 554,0.8766693000000001
CPI 221,CSE 110,CPI 221,0.93331325
CPI 221,ACO 101,CPI 221,0.9269999
CRJ 501,CRJ 513,CRJ 501,0.87084764
CRJ 501,CRJ 528,CRJ 501,0.8539861999999999
CRJ 533,CRJ 612,CRJ 533,0.87714934
CRJ 533,CRJ 609,CRJ 533,0.8752631999999999
CSE 394,DAH 294,CSE 394,1.0
CSE 394,DAH 494,CSE 394,1.0
CSE 459,CSE 571,CSE 459,0.8394983
CSE 459,CSE 550,CSE 459,0.82700133
CSE 468,CSE 543,CSE 468,0.9042296000000001
CSE 468,CSE 545,CSE 468,0.89658505
CSE 472,CIS 512,CSE 472,0.8203601999999999
CSE 472,CIS 506,CSE 472,0.81478965
CSE 477,ATE 361,CSE 477,0.85780644
CSE 477,ART 345,CSE 477,0.8190031
CSE 494,DAH 294,CSE 494,1.0
CSE 494,DAH 494,CSE 494,1.0
CSM 407,SLB 513,CSM 407,0.8419943999999999
CSM 407,SLB 512,CSM 407,0.7495415
DAH 494,AIS 194,DAH 494,1.0
DAH 494,ARS 194,DAH 494,1.0
DCE 211,DCE 561,DCE 211,0.8849193000000001
DCE 211,THP 521,DCE 211,0.8311554
DCE 330,MHL 668,DCE 330,0.8573457
DCE 330,DCE 331,DCE 330,0.8282174000000001
DCI 784,SED 484,DCI 784,1.0000002000000001
DCI 784,EDP 684,DCI 784,1.0000002000000001
ECD 526,RDG 525,ECD 526,0.96321595
ECD 526,SLC 596,ECD 526,0.8844707
ECD 567,ECD 576,ECD 567,0.9634954
ECD 567,SPE 396,ECD 567,0.9422302
ECD 580,MCE 580,ECD 580,0.99999976
ECD 580,SPE 580,ECD 580,0.99999976
ECD 680,EDT 580,ECD 680,0.99999976
ECD 680,EDA 780,ECD 680,0.99999976
ECD 693,MET 593,ECD 693,1.0
ECD 693,EDP 593,ECD 693,0.9999998999999999
ECN 355,PBH 201,ECN 355,0.88068724
ECN 355,HCD 201,ECN 355,0.88068724
ECN 721,ECN 722,ECN 721,0.8650844000000001
ECN 721,ECN 753,ECN 721,0.8453828000000001
EDA 526,SPE 504,EDA 526,0.8896351999999998
EDA 526,SPE 416,EDA 526,0.8748518
EDA 685,POS 486,EDA 685,0.8583402
EDA 685,SOC 101,EDA 685,0.84166753
EDP 310,PSY 550,EDP 310,0.86434656
EDP 310,PSY 341,EDP 310,0.8548113000000002
EDP 540,LSE 540,EDP 540,0.85709894
EDP 540,EDT 530,EDP 540,0.81474215
EDT 684,POS 484,EDT 684,1.0000002000000001
EDT 684,CAP 484,EDT 684,1.0000002000000001
EED 695,SHS 795,EED 695,0.9999998999999999
EED 695,PUP 795,EED 695,0.9999998999999999
EEE 508,ART 205,EEE 508,0.76958954
EEE 508,ART 244,EEE 508,0.7641982
EEE 509,EEE 581,EEE 509,0.8602126
EEE 509,EEE 574,EEE 509,0.8476536
EEE 691,MET 591,EEE 691,1.0000002000000001
EEE 691,ARE 691,EEE 691,1.0000001
EEE 784,MET 484,EEE 784,1.0000002000000001
EEE 784,ARE 584,EEE 784,1.0000002000000001
EGR 574,CEE 485,EGR 574,0.8823023999999999
EGR 574,HSE 290,EGR 574,0.8675456
ENE 792,MCO 792,ENE 792,1.0000001
ENE 792,ASM 792,ENE 792,1.0000001
ENG 374,ENG 377,ENG 374,0.91709125
ENG 374,TWC 531,ENG 374,0.8937016
ENG 442,ENG 479,ENG 442,0.90939164
ENG 442,ENG 445,ENG 442,0.8610205
ENG 475,ENG 665,ENG 475,0.8580469000000001
ENG 475,ENG 509,ENG 475,0.83329594
ENG 541,RDG 531,ENG 541,0.88428366
ENG 541,SPE 538,ENG 541,0.88428366
ENG 606,PSY 512,ENG 606,0.8205828000000002
ENG 606,BLE 511,ENG 606,0.8167941999999999
ENG 655,COM 607,ENG 655,0.8380486999999999
ENG 655,BLE 597,ENG 655,0.82514215
ENG 656,SOC 451,ENG 656,0.91652817
ENG 656,OGL 350,ENG 656,0.9068744000000001
ENT 445,CIS 236,ENT 445,0.8629072
ENT 445,TMC 310,ENT 445,0.85765755
EPD 780,LSE 780,EPD 780,0.99999976
EPD 780,PSY 680,EPD 780,0.99999976
EPD 790,GCU 690,EPD 790,0.99999976
EPD 790,PLB 790,EPD 790,0.99999976
EPD 793,MUD 593,EPD 793,1.0
EPD 793,MET 593,EPD 793,1.0
ERM 402,ERM 507,ERM 402,0.811442
ERM 402,ERM 432,ERM 402,0.8108255999999999
ERM 503,HCR 240,ERM 503,0.85051405
ERM 503,ERM 523,ERM 503,0.82124937
ESS 591,MET 591,ESS 591,1.0000002000000001
ESS 591,EEE 791,ESS 591,1.0000001
ETH 499,LNP 499,ETH 499,0.99999994
ETH 499,HCR 499,ETH 499,0.99999994
EVE 294,FRE 194,EVE 294,1.0
EVE 294,ART 494,EVE 294,1.0
EVO 680,SWG 680,EVO 680,0.99999976
EVO 680,BIO 680,EVO 680,0.99999976
EXW 218,EXW 534,EXW 218,0.8238108000000001
EXW 218,EXW 330,EXW 218,0.82236683
EXW 325,KIN 530,EXW 325,0.83455884
EXW 325,EXW 330,EXW 325,0.8325963
EXW 568,SHS 538,EXW 568,0.90334046
EXW 568,HCR 350,EXW 568,0.8903450999999999
FAS 435,SOC 435,FAS 435,1.0000001
FAS 435,FAS 572,FAS 435,0.91319466
FAS 472,WST 472,FAS 472,0.99999994
FAS 472,ALD 472,FAS 472,0.99999994
FIS 307,POS 572,FIS 307,0.84689355
FIS 307,JMC 476,FIS 307,0.83285785
FIS 492,AIS 492,FIS 492,1.0000002000000001
FIS 492,QBA 492,FIS 492,1.0000002000000001
FMP 220,FMP 320,FMP 220,0.91129386
FMP 220,SLC 510,FMP 220,0.8447323
FMP 240,ART 218,FMP 240,0.91151047
FMP 240,ART 444,FMP 240,0.87861127
FMS 209,FMS 511,FMS 209,0.9194111999999999
FMS 209,FMS 309,FMS 209,0.87359977
FMS 445,SLC 445,FMS 445,1.0000002000000001
FMS 445,FMS 486,FMS 445,0.8665927
FOR 191,ANP 191,FOR 191,1.0000002000000001
FOR 191,ERM 191,FOR 191,1.0000002000000001
GBL 62,FRE 202,GBL 62,0.8001874
GBL 62,GER 201,GBL 62,0.791934
GBL 82,GBL 92,GBL 82,0.9999998999999999
GBL 82,ENG 214,GBL 82,0.7768761
GCU 684,HCD 584,GCU 684,1.0000002000000001
GCU 684,EDP 584,GCU 684,1.0000002000000001
GER 492,ARS 492,GER 492,1.0000002000000001
GER 492,AMS 492,GER 492,1.0000002000000001
GIS 598,FMP 598,GIS 598,1.0000001
GIS 598,ARP 598,GIS 598,1.0000001
GIS 600,DAH 500,GIS 600,0.9999998999999999
GIS 600,CIS 700,GIS 600,0.99999976
GIT 435,CIS 300,GIT 435,0.8492203000000002
GIT 435,IAP 468,GIT 435,0.83441705
GLG 404,GLG 422,GLG 404,0.8496179
GLG 404,GPH 414,GLG 404,0.8099042
GLG 583,AFR 583,GLG 583,1.0
GLG 583,HED 583,GLG 583,1.0
GPH 684,SOS 584,GPH 684,1.0000002000000001
GPH 684,HPS 584,GPH 684,1.0000002000000001
GPH 690,SSH 790,GPH 690,0.99999976
GPH 690,SSH 590,GPH 690,0.99999976
GRA 221,ART 227,GRA 221,0.75984114
GRA 221,ART 111,GRA 221,0.7518557
GRK 191,SGS 191,GRK 191,1.0000002000000001
GRK 191,MET 191,GRK 191,1.0000002000000001
GSC 506,GSC 507,GSC 506,0.8602622999999999
GSC 506,POS 570,GSC 506,0.851074
GTD 593,MET 593,GTD 593,1.0
GTD 593,WST 593,GTD 593,0.9999998999999999
HCD 561,HCD 563,HCD 561,0.85350347
HCD 561,BIO 476,HCD 561,0.8078718
HCI 313,ASB 510,HCI 313,0.8241429
HCI 313,SSH 510,HCI 313,0.8241429
HCR 241,HCR 342,HCR 241,0.90581375
HCR 241,DNP 679,HCR 241,0.8759448000000001
HCR 342,DNP 713,HCR 342,0.85423094
HCR 342,DNP 716,HCR 342,0.8514554
HCR 547,TGM 528,HCR 547,0.88058317
HCR 547,OGL 322,HCR 547,0.87672824
HCR 575,DNP 714,HCR 575,0.82772875
HCR 575,DNP 716,HCR 575,0.82758665
HPS 191,SGS 191,HPS 191,1.0000002000000001
HPS 191,TGM 191,HPS 191,1.0000002000000001
HSC 294,DAH 494,HSC 294,1.0
HSC 294,DAH 194,HSC 294,1.0
HSC 440,EXW 302,HSC 440,0.85975736
HSC 440,SWG 603,HSC 440,0.8551799999999999
HSD 692,POS 592,HSD 692,0.99999994
HSD 692,ARS 692,HSD 692,0.99999994
HSE 101,LSE 542,HSE 101,0.8906796999999999
HSE 101,HSE 223,HSE 101,0.8823190000000001
HST 332,TCL 332,HST 332,0.9999995
HST 332,GCU 344,HST 332,0.9072539000000001
IAP 334,THP 525,IAP 334,0.85308886
IAP 334,ASB 574,IAP 334,0.8411751000000001
IED 498,ART 498,IED 498,1.0000001
IED 498,MTC 498,IED 498,1.0
IED 590,MUD 590,IED 590,0.99999976
IED 590,STP 590,IED 590,0.99999976
IEE 380,EDT 184,IEE 380,0.86566645
IEE 380,GAP 32,IEE 380,0.8289076999999999
IEE 454,SCM 519,IEE 454,0.8579906999999999
IEE 454,CIS 375,IEE 454,0.8546669
IEE 477,STP 451,IEE 477,0.90427816
IEE 477,EEE 581,IEE 477,0.8962775
IEE 691,MET 591,IEE 691,1.0000002000000001
IEE 691,EEE 791,IEE 691,1.0000001
IFT 443,HSE 430,IFT 443,0.91921604
IFT 443,AML 540,IFT 443,0.90676546
IFT 498,ART 498,IFT 498,1.0000001
IFT 498,ARP 498,IFT 498,1.0
IMD 484,KOR 484,IMD 484,1.0000002000000001
IMD 484,INT 484,IMD 484,1.0000002000000001
IND 424,MKT 550,IND 424,0.7941663
IND 424,IND 460,IND 424,0.76641893
INT 529,LDE 262,INT 529,0.7965988
INT 529,LDE 261,INT 529,0.7340946999999999
ISS 110,ISS 302,ISS 110,0.9745179
ISS 110,ISS 502,ISS 110,0.9025779
ITA 101,ITA 102,ITA 101,0.99999994
ITA 101,ENG 208,ITA 101,0.8675625
JHR 583,PLA 583,JHR 583,1.0
JHR 583,SPE 583,JHR 583,1.0
JMC 440,MCO 505,JMC 440,0.9094634
JMC 440,JMC 470,JMC 440,0.8998476000000001
JMC 479,JMC 483,JMC 479,0.8628819
JMC 479,MCO 557,JMC 479,0.8604511
JMC 484,SER 684,JMC 484,1.0000002000000001
JMC 484,HCI 484,JMC 484,1.0000002000000001
JPN 311,JPN 312,JPN 311,0.84413826
JPN 311,RDG 507,JPN 311,0.8237796000000001
JPN 414,JPN 415,JPN 414,0.85784364
JPN 414,GRK 221,JPN 414,0.81455624
JPN 498,CDE 498,JPN 498,1.0
JPN 498,SGS 498,JPN 498,1.0
JPN 584,MUP 784,JPN 584,1.0000002000000001
JPN 584,BUS 484,JPN 584,1.0000002000000001
JUS 303,JUS 610,JUS 303,0.86700714
JUS 303,JUS 469,JUS 303,0.8660091000000001
JUS 469,JUS 479,JUS 469,0.86551964
JUS 469,POS 370,JUS 469,0.8612859
KIN 452,KIN 522,KIN 452,1.0000001
KIN 452,PSY 306,KIN 452,0.88225377
LAP 254,CON 450,LAP 254,0.83373
LAP 254,CNE 450,LAP 254,0.83373
LAT 494,DAH 294,LAT 494,1.0
LAT 494,FMP 394,LAT 494,1.0
LAW 582,LAW 585,LAW 582,0.9155724000000001
LAW 582,LAW 664,LAW 582,0.8320440999999998
LAW 620,LAW 630,LAW 620,0.80132145
LAW 620,POS 472,LAW 620,0.79433745
LDE 262,MET 230,LDE 262,0.7884898
LDE 262,LDE 461,LDE 262,0.78124136
LDE 695,ARE 695,LDE 695,0.9999998999999999
LDE 695,BUS 795,LDE 695,0.9999998999999999
LIA 394,FMP 394,LIA 394,1.0
LIA 394,DAH 494,LIA 394,1.0
LIN 784,CHM 784,LIN 784,1.0000002000000001
LIN 784,INT 484,LIN 784,1.0000002000000001
LPH 692,JUS 592,LPH 692,0.99999994
LPH 692,DBA 592,LPH 692,0.99999994
LST 470,PSY 420,LST 470,0.9210135
LST 470,SOC 391,LST 470,0.9061290000000001
MAE 499,ARB 499,MAE 499,0.99999994
MAE 499,ETH 499,MAE 499,0.99999994
MAE 541,ALA 235,MAE 541,0.8652376
MAE 541,DSC 236,MAE 541,0.86216086
MAS 592,CEE 592,MAS 592,0.99999994
MAS 592,PHI 592,MAS 592,0.99999994
MAS 598,ROM 598,MAS 598,1.0000001
MAS 598,AET 598,MAS 598,1.0000001
MAT 170,MAT 171,MAT 170,0.87953514
MAT 170,MAT 271,MAT 170,0.837757
MAT 275,MAE 215,MAT 275,0.9129831
MAT 275,BME 211,MAT 275,0.89645445
MAT 371,MAT 547,MAT 371,0.8723880999999999
MAT 371,MAT 542,MAT 371,0.83675456
MAT 423,MAT 425,MAT 423,0.9491997999999999
MAT 423,IEE 620,MAT 423,0.91618973
MAT 594,EST 594,MAT 594,0.9999998999999999
MAT 594,WST 594,MAT 594,0.9999998999999999
MBB 394,DAH 494,MBB 394,1.0
MBB 394,FRE 194,MBB 394,1.0
MBB 490,MBB 491,MBB 490,0.9496808000000001
MBB 490,MKT 501,MBB 490,0.8689300999999999
MCB 555,NEU 555,MCB 555,1.0000001
MCB 555,BIO 354 (LAB),MCB 555,0.8552555000000001
MCO 570,ART 116,MCO 570,0.714113
MCO 570,TSS 506,MCO 570,0.7025504
MCO 595,ARE 595,MCO 595,0.9999998999999999
MCO 595,JPN 595,MCO 595,0.9999998999999999
MCO 598,MUP 598,MCO 598,1.0000001
MCO 598,ELS 598,MCO 598,1.0000001
MED 498,ART 498,MED 498,1.0000001
MED 498,PLA 498,MED 498,1.0
MEE 322,MSE 546,MEE 322,0.88310564
MEE 322,MSE 526,MEE 322,0.8817961
MFG 381,MET 444,MFG 381,0.866825
MFG 381,MET 300,MFG 381,0.86427283
MGT 194,ART 494,MGT 194,1.0
MGT 194,FMP 394,MGT 194,1.0
MGT 494,ART 494,MGT 494,1.0
MGT 494,FMP 394,MGT 494,1.0
MGT 590,ARE 690,MGT 590,0.99999976
MGT 590,RDG 590,MGT 590,0.99999976
MIC 599,MET 599,MIC 599,1.0
MIC 599,MTC 599,MIC 599,1.0
MKT 497,WST 497,MKT 497,1.0
MKT 497,OGL 497,MKT 497,1.0
MSE 524,MET 432,MSE 524,0.86743766
MSE 524,MET 340,MSE 524,0.8483165000000001
MSE 553 (LAB),MSE 555 (LAB),MSE 553 (LAB),0.99549484
MSE 553 (LAB),EEE 481,MSE 553 (LAB),0.63747203
MTC 429,MTC 516,MTC 429,0.8216604999999999
MTC 429,MUP 510,MTC 429,0.8097981
MTC 599,MET 599,MTC 599,1.0
MTC 599,BUS 599,MTC 599,1.0
MUE 384,MUE 385,MUE 384,1.0
MUE 384,MUE 386,MUE 384,1.0
MUE 780,AFR 680,MUE 780,0.99999976
MUE 780,PUP 680,MUE 780,0.99999976
MUP 487,MUP 588,MUP 487,0.86126685
MUP 487,MUP 521,MUP 487,0.8544795000000001
MUP 579,MUP 585,MUP 579,0.8821684000000001
MUP 579,MUP 586,MUP 579,0.81564236
MUP 587,ARE 440,MUP 587,0.6887079
MUP 587,MUP 796,MUP 587,0.655373
NAV 303,MIS 102,NAV 303,0.8285855
NAV 303,MIS 202,NAV 303,0.79195976
NTR 351,NTR 360,NTR 351,0.88044447
NTR 351,NTR 448,NTR 351,0.8613453000000001
NTR 592,MTC 692,NTR 592,0.99999994
NTR 592,MUP 692,NTR 592,0.99999994
NUR 391,NUR 464,NUR 391,0.9150398000000001
NUR 391,NUR 444,NUR 391,0.90916646
NUR 405,NUR 431,NUR 405,0.9271828000000001
NUR 405,DNP 615,NUR 405,0.88825524
NUR 421,NUR 475,NUR 421,1.0000002000000001
NUR 421,NUR 447 (LAB),NUR 421,0.8180188
NUR 425,IBC 425,NUR 425,0.8740046999999999
NUR 425,NUR 520,NUR 425,0.8551791999999999
NUR 447 (LAB),NUR 478,NUR 447 (LAB),0.88286805
NUR 447 (LAB),DNP 658,NUR 447 (LAB),0.87636137
NUR 673,PUP 462,NUR 673,0.8828360999999999
NUR 673,HCR 301,NUR 673,0.8820898000000001
OGL 191,SOS 191,OGL 191,1.0000002000000001
OGL 191,MET 191,OGL 191,1.0000002000000001
OMT 570,SCM 587,OMT 570,0.8517370000000001
OMT 570,SCM 511,OMT 570,0.81478864
OMT 592,CRJ 792,OMT 592,0.9999998999999999
OMT 592,TGM 592,OMT 592,0.9999998999999999
PBH 355,PBH 455,PBH 355,0.82584673
PBH 355,DNP 715,PBH 355,0.82323563
PGM 400,CSM 485,PGM 400,0.6003275
PGM 400,PGM 463,PGM 400,0.58992726
PHI 103,PHI 333,PHI 103,0.8064071999999999
PHI 103,PHI 330,PHI 103,0.8001685000000001
PHI 333,HPS 314,PHI 333,0.85118794
PHI 333,PHI 556,PHI 333,0.8449674
PHI 599,MET 599,PHI 599,1.0
PHI 599,LSE 599,PHI 599,1.0
PHS 540,BLE 411,PHS 540,0.8470485000000001
PHS 540,MSE 546,PHS 540,0.8465385
PHS 584,CIS 584,PHS 584,1.0000002000000001
PHS 584,WST 484,PHS 584,1.0000002000000001
PHS 599,MET 599,PHS 599,1.0
PHS 599,GPH 599,PHS 599,1.0
PHS 792,ELS 792,PHS 792,1.0000001
PHS 792,ASM 792,PHS 792,1.0000001
PHS 795,HSE 595,PHS 795,0.9999998999999999
PHS 795,ARS 595,PHS 795,0.9999998999999999
PLB 580,LSE 780,PLB 580,0.99999976
PLB 580,FRE 580,PLB 580,0.99999976
PLC 492,SOS 492,PLC 492,1.0000002000000001
PLC 492,TGM 492,PLC 492,1.0000002000000001
POR 201,JPN 110,POR 201,0.785467
POR 201,JPN 210,POR 201,0.78228056
POS 436,SGS 454,POS 436,0.78208846
POS 436,SOS 447,POS 436,0.78208846
POS 472,MCO 712,POS 472,0.71848357
POS 472,AIS 180,POS 472,0.7144468
POS 493,TGM 493,POS 493,0.9999998999999999
POS 493,AIS 493,POS 493,0.9999998999999999
POS 565,POS 596,POS 565,0.80785894
POS 565,SOS 540,POS 565,0.7996433000000001
PRM 310,NLM 310,PRM 310,1.0000004
PRM 310,SOC 461,PRM 310,0.8766978000000001
PRM 380,GPH 210,PRM 380,0.8677935
PRM 380,ABS 376,PRM 380,0.86094344
PRM 463,NLM 463,PRM 463,0.99999964
PRM 463,CSM 463,PRM 463,0.99999964
PRM 499,STP 499,PRM 499,0.99999994
PRM 499,BUS 499,PRM 499,0.99999994
PSY 549,PSY 553,PSY 549,0.89405453
